trans_hour,trans_day,trans_month,trans_year,trans_amount,upi_number,fraud_risk
16,13,1,2020,125133.36,7662550918,1
13,11,3,2022,8926.46,7662652461,1
23,27,4,2020,163105.3,7662266770,1
13,13,4,2022,16378.78,7662006384,0
5,11,3,2022,151927.15,7662278589,1
11,2,3,2021,39793.4,7662368111,0
15,1,1,2025,49773.65,7662490946,1
23,13,5,2019,51240.37,7662623819,0
17,13,1,2018,53484.84,7662669767,0
17,26,9,2018,10975.96,7662298707,0
2,27,6,2017,24187.51,7662726486,0
21,23,2,2020,178053.19,7662293402,1
15,4,2,2023,2083.44,7662372461,0
17,16,10,2022,33342.36,7662384944,0
12,19,1,2021,186244.54,7662344302,1
0,4,3,2022,92250.82,7662639299,1
12,23,7,2018,64337.47,7662477381,0
18,28,11,2018,631.17,7662073411,0
17,22,11,2022,171368.04,7662419037,1
4,28,12,2024,9470.88,7662016749,0
11,23,4,2022,7166.38,7662339808,0
22,8,3,2017,52653.23,7662078965,0
23,27,11,2019,180360.64,7662155499,1
12,10,3,2021,22683.52,7662456201,0
7,27,4,2025,160433.52,7662461325,0
11,26,9,2025,1360.5,7662625743,0
5,15,1,2020,15225.14,7662409229,0
10,2,11,2017,74869.65,7662473926,1
12,5,9,2017,4164.8,7662574554,0
21,23,7,2023,11845.7,7662061015,0
22,27,11,2018,175436.64,7662990710,1
9,27,1,2018,118745.31,7662679865,1
15,25,9,2019,9091.61,7662285997,0
9,12,7,2025,37929.08,7662583675,0
18,11,9,2023,123935.6,7662980109,1
12,4,2,2017,37052.12,7662578545,0
3,19,3,2024,75120.21,7662532003,1
20,10,7,2025,47318.09,7662412488,1
3,24,1,2017,5530.44,7662094064,0
8,1,5,2022,194347.47,7662819717,1
3,27,7,2022,21378.52,7662740502,0
10,18,11,2018,6417.36,7662931603,0
20,27,11,2022,17932.96,7662477880,0
0,21,10,2018,137329.53,7662946058,0
10,6,11,2020,134029.89,7662097804,1
19,11,6,2025,21399.83,7662628045,0
16,14,2,2022,44826.12,7662692896,0
1,8,1,2018,195905.8,7662995098,1
21,5,2,2018,85569.39,7662478546,1
11,21,9,2022,38553.79,7662905900,0
10,23,10,2020,121761.71,7662909956,1
13,25,9,2017,48616.77,7662931120,0
0,2,12,2017,40354.63,7662787138,1
20,9,8,2018,130569.18,7662975511,1
10,14,5,2017,186030.58,7662439854,1
7,12,9,2019,62088.77,7662297741,0
7,16,11,2025,70898.11,7662719035,1
13,27,1,2023,24989.32,7662338974,0
6,20,2,2021,32899.32,7662378816,0
17,12,7,2022,7071.25,7662681726,0
22,4,4,2018,8717.67,7662737234,0
2,7,9,2020,44950.31,7662147226,1
10,12,1,2022,97278.41,7662224253,1
17,1,6,2024,31337.2,7662012895,0
22,15,11,2020,137028.82,7662459075,1
6,20,8,2017,181669.28,7662784351,1
1,17,6,2019,130523.04,7662152115,1
11,21,4,2022,52678.13,7662182477,0
21,3,10,2019,7348.23,7662895688,0
2,14,12,2018,22081.51,7662905990,0
19,26,2,2024,192582.19,7662440670,1
3,20,12,2023,183884.27,7662376745,1
10,24,10,2017,48106.91,7662936112,0
12,3,10,2022,188617.35,7662316270,1
13,23,7,2021,138059.55,7662455059,1
18,21,7,2017,188023.16,7662989235,1
13,8,1,2023,68059.01,7662453969,1
10,4,6,2023,46478.61,7662322215,1
15,19,10,2024,44660.25,7662778040,1
5,19,9,2020,18549.43,7662117929,0
3,24,3,2020,22638.0,7662725879,0
8,5,4,2023,36797.24,7662667227,0
4,27,9,2025,4306.76,7662426476,0
17,26,4,2024,22776.28,7662240926,0
9,9,7,2017,77164.85,7662526222,1
16,6,10,2017,55757.66,7662586883,0
19,14,9,2022,75934.51,7662517185,1
18,10,5,2022,166422.01,7662653373,1
6,6,4,2017,40939.19,7662795178,0
9,9,11,2021,81173.36,7662054903,1
5,24,1,2019,2927.26,7662585076,0
12,3,3,2018,48607.55,7662456591,0
13,27,9,2020,136865.58,7662317958,0
22,21,5,2017,114072.34,7662291124,0
18,27,9,2020,104179.51,7662784415,1
17,23,1,2019,188281.14,7662223382,0
9,20,9,2023,38937.18,7662819886,1
23,1,3,2025,166420.07,7662878869,0
21,15,12,2022,141209.12,7662290861,1
7,18,2,2020,19881.56,7662507503,0
10,27,3,2024,117130.48,7662435453,1
6,14,3,2023,36750.68,7662414484,0
14,12,6,2020,166193.05,7662480786,0
4,24,8,2019,147183.79,7662308711,1
19,17,4,2019,23633.83,7662930256,0
6,10,2,2018,18869.13,7662109183,0
16,28,11,2020,58583.53,7662886476,1
8,1,7,2020,89376.59,7662889786,1
9,23,5,2022,26184.79,7662174953,0
17,7,12,2020,108061.51,7662412722,1
9,27,8,2022,134677.9,7662746414,1
7,19,3,2019,18875.81,7662466792,0
0,8,2,2024,60514.36,7662215396,1
13,8,12,2023,121182.05,7662910436,1
1,25,12,2023,168076.81,7662086099,1
16,10,1,2022,153569.4,7662652243,1
21,23,1,2021,105331.33,7662919498,1
7,23,11,2023,48984.35,7662909567,1
7,24,8,2024,146400.89,7662215492,1
5,24,2,2019,143306.62,7662509867,1
20,22,4,2022,179368.5,7662571189,1
4,19,3,2018,157887.6,7662875400,1
20,14,7,2024,69684.89,7662436886,1
20,5,7,2017,123645.1,7662205105,1
5,14,10,2018,178975.71,7662157458,1
15,25,5,2018,54540.05,7662900156,1
17,15,3,2024,39871.65,7662967636,0
18,2,4,2024,142459.08,7662475037,1
0,17,8,2017,43.84,7662003626,0
22,23,5,2020,74664.25,7662212358,0
8,11,3,2017,34451.97,7662313877,0
17,18,10,2024,70660.15,7662019733,1
1,28,7,2018,3373.86,7662248218,0
4,25,11,2025,28110.54,7662381328,0
14,20,12,2019,21308.36,7662644557,0
19,21,5,2022,130376.59,7662270587,1
17,3,5,2024,17062.11,7662399945,0
1,27,6,2023,143135.79,7662653028,1
6,18,5,2017,3311.3,7662271914,0
12,11,12,2022,35290.29,7662653432,0
15,14,5,2017,31912.67,7662097718,0
5,5,5,2021,20437.38,7662216742,0
1,9,4,2019,25051.25,7662960005,0
21,5,2,2018,44593.56,7662139512,0
17,14,5,2019,172930.16,7662810856,1
18,21,1,2021,5557.21,7662118144,0
11,3,2,2017,4700.37,7662602209,0
8,3,3,2018,24320.37,7662731599,0
11,27,6,2019,19652.82,7662164266,0
18,11,10,2024,95343.96,7662734327,1
4,28,4,2024,123722.42,7662812940,1
15,21,3,2022,12705.31,7662815510,0
21,20,8,2020,44333.26,7662615757,0
21,16,8,2018,39978.92,7662636372,0
1,19,8,2017,46715.47,7662306013,1
5,27,11,2024,694.24,7662952314,0
18,27,11,2018,53476.34,7662229475,1
4,6,4,2024,81949.2,7662387430,1
0,24,6,2025,2033.87,7662505376,0
0,17,2,2025,6233.24,7662997052,0
16,2,12,2024,36837.66,7662708848,0
17,27,1,2017,171824.64,7662929960,1
22,6,3,2017,3424.77,7662432821,0
4,9,12,2024,71046.28,7662043367,1
18,15,5,2017,196619.06,7662749738,1
2,1,10,2024,62881.99,7662330218,1
19,15,9,2018,128557.45,7662943336,1
3,15,12,2018,127073.8,7662851771,1
16,5,8,2021,8238.01,7662717395,0
5,9,8,2020,27516.12,7662589386,0
5,27,10,2024,98838.33,7662756172,1
6,11,9,2025,76586.0,7662711762,1
20,13,3,2017,71533.58,7662303498,0
4,2,4,2024,27907.67,7662778939,0
21,26,4,2018,120160.47,7662526990,1
12,7,10,2022,113798.03,7662305032,1
10,23,8,2019,33135.71,7662014722,0
10,21,6,2018,156126.38,7662899452,1
7,14,5,2023,134366.07,7662998873,1
21,10,8,2020,59927.46,7662033688,0
15,13,11,2017,80141.88,7662503905,0
21,17,7,2018,77412.37,7662119141,1
11,10,4,2021,5267.61,7662590336,0
15,17,6,2022,50691.15,7662121496,0
20,25,3,2023,9280.47,7662727252,0
16,2,6,2025,68365.95,7662193501,1
18,17,1,2024,44915.59,7662854224,1
20,4,5,2021,148103.45,7662099935,1
21,9,1,2022,53503.06,7662910272,0
11,25,8,2018,1661.65,7662618365,0
21,23,11,2018,66103.61,7662020619,0
8,21,9,2018,44246.1,7662547290,0
6,6,3,2020,88717.32,7662327342,1
21,16,8,2025,174067.32,7662468490,1
21,13,8,2022,15426.69,7662025104,0
15,15,2,2023,16292.8,7662988187,0
1,17,7,2021,116035.58,7662738720,1
11,6,1,2020,45580.01,7662261681,0
18,15,4,2021,184480.79,7662164778,1
19,27,10,2021,55145.34,7662579721,1
2,1,8,2022,54159.61,7662250434,1
5,17,11,2019,7819.48,7662522113,0
22,28,7,2025,168415.52,7662823426,1
2,12,7,2024,155473.61,7662365803,1
8,9,12,2025,110777.66,7662952728,1
15,1,1,2020,109167.1,7662657206,1
7,15,3,2018,81947.75,7662185255,1
23,18,1,2025,85645.31,7662779744,1
17,10,11,2020,187541.37,7662621346,1
8,22,11,2020,199364.8,7662588225,1
16,6,7,2024,71675.37,7662368877,1
16,15,8,2024,61619.58,7662041191,1
7,13,7,2023,20062.69,7662811649,1
1,4,9,2017,175038.3,7662282853,1
14,16,4,2019,123858.5,7662186656,0
1,22,1,2021,191256.2,7662923903,1
4,22,8,2024,137926.9,7662744457,1
23,12,1,2020,41111.74,7662163638,0
23,6,3,2021,122261.26,7662934667,1
21,12,11,2019,39938.85,7662593298,0
15,27,4,2022,76299.48,7662673711,1
18,19,2,2022,59442.71,7662438718,0
4,18,2,2020,87106.34,7662075644,1
18,5,12,2017,25035.8,7662483987,0
17,4,4,2017,63985.57,7662633123,1
7,16,7,2017,57522.57,7662156392,0
0,24,5,2017,9186.91,7662896044,0
21,4,12,2019,46206.62,7662112245,0
18,1,1,2018,193570.62,7662739266,1
17,12,9,2019,126373.26,7662527956,1
17,20,9,2020,62555.6,7662860092,0
17,13,9,2024,18114.96,7662935244,0
8,15,8,2018,40701.67,7662785144,0
14,18,9,2018,62666.1,7662277109,0
20,6,8,2022,48872.34,7662175399,0
1,6,8,2025,199555.76,7662710784,1
21,28,9,2018,177848.66,7662952905,1
11,6,7,2021,11372.96,7662765798,0
7,13,7,2021,164886.96,7662719438,1
13,16,8,2023,5149.7,7662631138,0
1,27,2,2021,63000.01,7662769700,1
15,16,10,2022,59045.57,7662955737,0
2,13,11,2021,69369.92,7662302637,1
6,2,9,2021,31054.74,7662003054,1
12,24,2,2017,24005.98,7662372689,0
6,3,6,2019,137687.73,7662098929,1
4,21,1,2021,14700.33,7662870680,0
12,6,6,2018,54465.03,7662735347,0
11,6,12,2018,189820.5,7662934061,1
1,12,11,2019,16029.61,7662025464,0
20,4,4,2023,34814.35,7662947031,0
1,21,1,2017,139993.51,7662050702,1
21,18,10,2022,19742.06,7662185982,0
0,23,5,2023,26633.65,7662825996,0
13,18,4,2024,29698.86,7662229768,0
7,6,3,2017,48635.47,7662217372,0
21,27,5,2023,107395.61,7662806511,1
14,19,9,2023,36754.18,7662311105,0
21,25,1,2021,160222.47,7662500674,1
11,17,10,2022,58517.0,7662648089,0
14,26,9,2018,50098.5,7662970225,1
3,28,3,2017,127150.07,7662292356,1
0,6,1,2025,28696.42,7662496132,0
7,18,12,2025,177874.16,7662873957,1
13,19,10,2019,16001.27,7662118834,0
20,27,5,2022,190188.82,7662854387,1
16,11,12,2022,11698.68,7662209849,0
21,7,10,2019,38967.74,7662005792,0
4,26,10,2020,27910.29,7662155150,0
9,21,12,2020,53611.13,7662552927,0
11,9,4,2019,127250.97,7662314506,1
16,19,5,2017,70672.6,7662931999,0
9,20,1,2020,193784.48,7662117803,1
20,3,7,2025,52988.35,7662411639,1
0,9,7,2024,26725.08,7662382134,0
8,23,6,2017,57681.06,7662711465,0
6,24,11,2024,39194.35,7662064530,0
10,27,8,2021,46999.88,7662970084,0
3,4,2,2021,46081.55,7662052599,1
0,26,11,2019,82135.97,7662168736,1
9,21,12,2022,27885.28,7662373912,0
17,27,12,2021,103579.85,7662346484,0
15,4,2,2019,54367.47,7662785058,0
19,4,7,2023,12065.31,7662563589,0
14,17,8,2020,74019.24,7662887770,1
20,6,6,2017,98613.76,7662765049,1
22,3,4,2023,106098.35,7662304054,1
4,8,5,2018,3857.67,7662632078,0
17,18,12,2025,96225.3,7662721231,1
8,4,10,2021,13736.54,7662739388,0
20,2,7,2025,84178.61,7662485339,1
6,18,12,2021,41033.35,7662596183,0
22,4,12,2019,190451.55,7662585495,1
11,11,5,2022,50790.12,7662166686,0
5,13,11,2025,189428.35,7662153595,1
10,26,12,2025,4278.25,7662080237,0
2,16,6,2025,20158.04,7662853399,0
3,8,9,2018,40707.93,7662259347,1
5,14,12,2020,14483.18,7662711049,0
1,20,10,2017,54596.31,7662078244,1
22,4,4,2020,4793.27,7662975621,0
17,20,5,2017,50165.5,7662966921,0
4,3,11,2019,58349.27,7662402826,1
1,23,9,2020,7322.58,7662963836,0
7,24,6,2017,81787.9,7662373856,1
15,10,1,2025,38359.55,7662914297,0
22,20,10,2022,596.72,7662916604,0
6,4,12,2021,38043.73,7662285856,1
4,2,10,2017,121634.34,7662803750,1
16,21,5,2023,107957.16,7662540426,1
5,10,4,2018,164248.99,7662122504,1
19,14,11,2022,41822.8,7662565795,0
11,6,3,2019,86294.02,7662521355,1
15,24,12,2019,127590.47,7662748730,1
2,27,9,2020,6788.7,7662988753,0
15,15,9,2019,99561.24,7662009811,1
18,28,6,2018,125902.39,7662190559,1
7,22,4,2023,35426.27,7662132673,0
9,2,3,2021,60538.33,7662855880,0
10,11,5,2022,67662.19,7662423320,0
6,18,1,2023,3514.34,7662624407,0
0,27,7,2025,91172.23,7662736705,1
4,28,8,2021,98563.52,7662056224,1
13,28,9,2020,39951.94,7662500680,0
14,26,4,2022,146222.46,7662257698,1
10,24,1,2025,27433.48,7662364842,1
3,17,3,2024,84003.11,7662127128,1
15,24,8,2020,171251.76,7662978241,0
8,6,3,2017,29520.78,7662727645,0
23,10,2,2025,68246.55,7662661238,1
10,14,2,2017,98852.7,7662094504,1
13,7,1,2023,21321.9,7662159523,0
7,14,7,2020,172200.78,7662505495,1
18,5,9,2025,132533.86,7662812119,0
13,17,10,2024,153651.28,7662405141,1
19,9,11,2017,36277.93,7662162477,0
17,26,4,2024,22991.72,7662734045,0
7,14,6,2018,159872.99,7662328589,1
20,22,5,2024,49585.5,7662775083,1
20,21,12,2019,7429.54,7662931244,0
9,15,3,2021,132949.56,7662944611,1
8,3,6,2017,57544.14,7662503180,0
11,24,9,2025,57560.22,7662050296,1
19,18,10,2020,184764.44,7662466745,1
5,18,7,2020,179395.86,7662000365,1
21,4,7,2017,26696.58,7662974281,0
10,28,6,2022,140664.22,7662032389,1
11,27,1,2024,135998.77,7662578780,1
2,11,1,2017,1854.12,7662976827,0
18,27,7,2017,189171.69,7662509727,1
10,19,1,2020,160200.96,7662745238,1
6,2,4,2025,6443.93,7662432857,0
7,15,7,2022,7090.86,7662556842,0
22,23,6,2018,31611.44,7662076958,0
4,20,1,2019,126645.21,7662596360,1
14,19,9,2023,36754.18,7662311105,0
0,15,1,2021,78402.61,7662127122,1
19,10,9,2021,62418.42,7662762366,0
0,13,6,2022,189483.05,7662217839,1
15,15,7,2019,59490.92,7662182606,0
14,19,5,2023,193200.56,7662542817,1
12,23,7,2021,62116.05,7662112996,0
3,26,5,2017,4136.67,7662321586,0
7,19,9,2020,125652.54,7662092326,1
12,19,12,2024,93591.72,7662379983,1
17,18,1,2022,35853.56,7662350415,0
16,3,1,2025,119726.17,7662006145,1
18,24,6,2020,29974.43,7662605395,0
19,26,9,2017,10918.95,7662255409,0
20,21,11,2019,54621.98,7662600587,0
20,11,1,2017,29791.69,7662427456,1
13,22,4,2019,98749.54,7662585661,1
23,21,6,2019,149781.51,7662032725,1
23,28,4,2024,8302.77,7662657198,0
23,4,10,2023,193941.8,7662931226,1
2,13,6,2019,63418.25,7662122464,1
18,23,12,2019,21318.24,7662033778,0
15,23,11,2018,11372.34,7662429800,0
22,18,11,2018,106894.15,7662372881,1
5,2,9,2024,183835.76,7662502397,1
1,22,2,2017,5478.09,7662719711,0
22,1,2,2023,26773.1,7662587715,1
20,11,6,2018,183293.15,7662529916,1
19,27,3,2021,195376.57,7662754795,1
9,14,9,2021,57908.43,7662398602,0
19,19,2,2022,6967.62,7662313599,0
11,8,1,2023,191875.24,7662869086,1
13,27,10,2025,40728.44,7662519094,1
21,3,9,2021,15562.09,7662045237,0
2,3,6,2021,106956.58,7662923181,1
13,18,9,2022,23860.87,7662702996,0
18,21,9,2021,91605.1,7662529021,1
13,12,6,2019,1561.22,7662699663,0
22,10,5,2018,12424.87,7662568837,0
13,27,10,2020,167221.98,7662486470,1
20,6,4,2021,26039.59,7662530498,0
12,13,6,2025,911.97,7662052205,0
18,20,6,2019,40459.86,7662317379,0
20,3,6,2019,26466.45,7662043870,0
1,8,2,2018,96334.8,7662040753,0
1,2,4,2024,58892.61,7662402214,1
3,15,5,2022,28350.13,7662987866,0
16,18,1,2018,32150.89,7662453433,0
0,23,3,2025,180708.4,7662674332,1
20,5,8,2021,77465.42,7662993397,1
18,18,5,2023,154127.81,7662987014,1
2,17,5,2019,11806.03,7662694930,0
20,5,3,2021,45704.56,7662882788,0
23,21,4,2020,159913.6,7662118493,1
11,24,10,2017,90429.16,7662332412,1
15,15,6,2020,150910.19,7662426968,1
15,8,3,2024,84846.41,7662416983,1
5,26,9,2025,88819.89,7662434102,1
23,15,5,2025,12449.84,7662461900,0
8,20,1,2022,83038.82,7662329705,1
17,27,7,2022,24721.83,7662085126,0
2,3,1,2021,17897.4,7662452993,0
23,1,2,2018,96426.41,7662771830,1
23,23,11,2023,85494.63,7662461413,1
17,9,4,2025,82779.82,7662613424,1
21,19,4,2025,30633.91,7662447733,0
14,18,12,2019,4880.4,7662857939,0
13,1,7,2024,135932.22,7662943884,1
8,26,11,2019,15152.2,7662192281,0
14,19,8,2019,55491.8,7662441782,0
17,28,8,2024,10560.96,7662113385,1
8,27,3,2018,182603.13,7662269376,1
6,18,10,2025,124310.65,7662929102,1
19,17,10,2018,157597.28,7662295850,1
22,26,12,2024,167754.97,7662981163,1
6,13,6,2018,36791.44,7662109983,0
1,21,4,2023,10831.25,7662231715,0
13,21,1,2019,77066.57,7662268582,1
9,24,10,2022,125368.55,7662698610,1
16,5,6,2022,48168.87,7662818872,0
22,2,10,2021,58876.44,7662136927,0
4,5,3,2021,11893.08,7662406653,0
22,19,2,2021,44549.76,7662387429,0
19,11,7,2018,2935.26,7662421340,0
18,4,6,2021,87663.04,7662220631,1
23,4,9,2025,108101.15,7662665330,1
12,15,8,2017,36600.34,7662937399,0
6,14,9,2018,11254.57,7662179182,0
13,18,9,2018,48140.02,7662118005,0
6,10,9,2022,1761.86,7662362458,0
1,19,2,2020,25179.74,7662973738,0
15,23,5,2018,145375.93,7662842323,1
14,2,7,2020,31099.92,7662981328,0
11,8,10,2018,601.16,7662483798,0
17,14,6,2023,126867.1,7662541347,1
17,17,4,2023,167619.66,7662833957,1
0,14,2,2020,53503.04,7662329086,1
15,4,8,2024,32455.49,7662532314,0
23,10,3,2020,45604.33,7662042349,0
9,6,2,2018,92269.04,7662562762,1
4,24,5,2021,30332.77,7662899210,1
1,12,12,2018,26981.84,7662966698,0
8,22,1,2019,63664.61,7662066525,0
4,18,8,2019,18967.8,7662863639,0
7,1,9,2022,130161.83,7662762520,1
9,25,7,2021,66122.84,7662088950,0
9,11,1,2025,9296.11,7662731735,0
5,16,12,2022,95107.23,7662647887,1
7,15,2,2020,21990.91,7662509989,0
14,18,4,2025,161181.44,7662882142,1
11,28,11,2025,78521.93,7662853372,1
11,13,7,2019,22406.5,7662668258,0
20,15,2,2022,54443.59,7662224649,0
21,5,6,2017,33405.74,7662199886,0
6,10,4,2017,46920.42,7662819854,0
2,22,1,2023,16732.92,7662585722,1
17,28,4,2024,152532.78,7662942489,1
23,2,2,2017,32022.35,7662006418,1
6,19,12,2019,12687.05,7662328058,0
19,9,11,2025,18357.05,7662121475,0
7,18,8,2021,11778.02,7662900941,0
5,7,11,2024,175746.34,7662154019,1
4,1,7,2019,59806.25,7662344519,1
22,7,3,2017,48398.75,7662094136,0
14,24,10,2017,138960.27,7662855280,1
1,2,6,2022,14762.51,7662243017,0
7,27,5,2022,42657.87,7662546505,0
12,24,9,2017,22259.51,7662460945,0
9,18,12,2024,26555.53,7662530643,1
16,7,2,2025,91963.07,7662043809,1
4,3,6,2018,62849.08,7662334080,0
11,13,9,2023,49331.88,7662363289,1
23,6,10,2019,153881.41,7662093707,1
11,2,6,2021,149862.62,7662305476,1
2,26,7,2023,168031.42,7662641518,1
0,23,6,2022,46494.31,7662238413,1
9,17,8,2019,20340.89,7662994155,0
23,11,3,2017,174826.94,7662869864,1
12,10,3,2020,169398.52,7662937177,1
9,10,9,2020,196255.88,7662071563,1
9,3,9,2022,132517.26,7662749567,1
4,22,3,2023,20199.54,7662412284,1
14,2,4,2024,110283.75,7662458542,1
1,9,4,2019,25051.25,7662960005,0
15,17,6,2021,36979.2,7662728573,0
14,14,4,2022,30007.17,7662695497,0
7,17,7,2024,7194.74,7662943084,0
13,19,9,2022,15279.92,7662716043,0
19,12,12,2018,104162.9,7662730600,1
20,8,4,2022,38122.3,7662319893,0
2,15,9,2020,67271.29,7662815674,1
13,4,7,2019,5591.74,7662295812,0
6,8,1,2023,116135.97,7662813953,1
3,18,12,2022,59453.65,7662702442,1
16,24,7,2022,198267.7,7662276901,1
15,6,9,2022,55134.46,7662217547,0
0,1,11,2018,76577.4,7662107333,1
4,12,2,2019,76547.57,7662610315,1
21,2,4,2023,111063.22,7662872608,1
4,27,6,2022,28313.3,7662663107,0
13,16,11,2020,96290.37,7662124742,1
13,1,12,2021,192786.23,7662086898,1
6,3,6,2019,137687.73,7662098929,1
14,9,3,2023,42094.2,7662671568,1
20,28,11,2019,59167.99,7662701852,1
17,1,4,2025,184046.8,7662610977,1
11,5,2,2019,7633.26,7662919186,0
8,17,12,2024,14115.47,7662563935,1
20,2,3,2021,57796.66,7662210915,0
19,25,7,2020,12873.25,7662120120,0
13,28,9,2023,173100.21,7662220418,1
2,4,1,2017,28533.39,7662491777,0
22,8,2,2019,158292.45,7662768641,1
17,15,1,2021,8393.15,7662840113,0
16,22,1,2020,66039.78,7662786243,0
8,24,3,2021,16560.17,7662120889,0
11,22,4,2019,105758.11,7662020327,1
11,17,1,2021,59924.13,7662736703,0
14,11,3,2017,70374.28,7662814810,0
12,10,11,2022,30041.6,7662108383,0
6,7,5,2022,95425.24,7662043634,1
16,23,7,2018,10457.98,7662409036,0
5,20,7,2023,16929.82,7662724495,0
21,2,6,2019,127453.79,7662391951,1
9,22,10,2024,62142.49,7662353776,1
11,10,4,2019,130064.02,7662824602,1
15,9,6,2025,39729.67,7662735179,0
13,23,3,2023,189731.93,7662720359,1
21,5,6,2017,7434.05,7662072586,0
12,19,12,2019,34320.76,7662888131,0
2,11,3,2023,7690.59,7662608604,0
19,23,1,2021,13364.55,7662253990,0
2,5,2,2018,199150.92,7662250923,0
11,27,3,2024,19373.37,7662837496,0
21,12,5,2023,137038.71,7662387719,1
23,25,9,2022,33970.41,7662467185,0
13,22,3,2018,47334.05,7662256481,0
15,1,3,2017,9386.64,7662169377,0
7,9,5,2023,42651.52,7662300592,1
15,27,4,2017,17588.62,7662975690,0
12,13,7,2025,48277.71,7662830630,1
6,4,12,2024,56259.09,7662052181,1
23,18,11,2019,4909.57,7662222654,1
9,6,11,2018,116604.56,7662168101,1
10,4,5,2017,66953.97,7662511810,0
1,13,2,2020,71935.98,7662151222,1
18,3,1,2018,85995.94,7662246577,1
0,14,11,2020,114164.54,7662964386,1
21,10,12,2025,148448.81,7662180782,1
15,1,10,2019,13438.01,7662693973,1
22,27,11,2022,18862.13,7662933695,0
20,10,8,2022,100779.28,7662398322,1
11,14,1,2022,59919.31,7662962880,0
9,8,8,2023,156427.03,7662039638,1
19,16,12,2024,38328.28,7662166496,0
4,28,1,2018,159065.13,7662896597,1
18,8,6,2019,110183.58,7662668330,0
19,26,5,2024,172666.51,7662196660,1
17,17,5,2021,48518.36,7662679993,1
15,11,3,2019,165366.56,7662168240,1
14,3,9,2020,45649.17,7662552257,1
15,13,8,2024,3764.01,7662263703,0
19,25,7,2019,49840.98,7662044808,0
9,8,5,2024,30969.45,7662485305,0
6,23,8,2018,36900.79,7662336599,0
7,7,5,2017,82297.96,7662212856,1
16,13,9,2021,130157.76,7662439509,1
5,25,7,2021,101624.94,7662142818,1
11,12,4,2023,23301.44,7662336155,0
7,16,2,2020,175290.19,7662098219,1
19,17,4,2025,47190.49,7662932345,1
12,21,2,2023,2405.7,7662710590,0
4,3,12,2021,153028.95,7662285435,1
10,2,10,2021,105479.48,7662036762,1
8,24,6,2025,367.6,7662561116,0
8,23,1,2019,140647.41,7662650363,1
7,1,4,2017,73737.54,7662857496,1
11,27,5,2021,47188.87,7662985909,0
8,19,12,2024,32546.72,7662898282,0
5,22,10,2024,97212.98,7662460561,1
7,26,3,2017,60222.62,7662266942,1
18,17,4,2022,2948.41,7662049634,0
19,7,1,2022,74557.61,7662694179,0
18,18,11,2021,4831.17,7662215221,0
19,25,6,2025,179675.38,7662249041,1
17,3,11,2023,1265.38,7662733154,1
1,18,10,2021,87099.89,7662007969,1
0,10,9,2022,104822.89,7662074190,1
10,5,12,2022,168841.61,7662883028,1
20,18,1,2020,19945.56,7662459326,0
18,22,11,2020,129708.63,7662378996,1
5,16,3,2024,12446.81,7662111498,0
10,25,3,2018,75297.49,7662857099,1
4,1,8,2018,107104.06,7662031891,1
9,27,12,2018,14064.34,7662317730,0
16,16,11,2018,182222.95,7662513573,1
10,4,5,2017,65779.03,7662308306,0
22,2,1,2017,186168.27,7662274753,1
17,12,8,2020,45648.64,7662345367,0
12,28,1,2023,25241.92,7662024589,0
23,5,4,2017,114880.41,7662536469,1
3,27,5,2017,6161.17,7662426660,0
8,22,2,2020,38544.92,7662918607,1
4,10,1,2022,8572.66,7662549715,1
5,17,11,2021,27452.15,7662952799,0
2,17,3,2017,119540.6,7662037635,1
17,2,4,2020,183274.69,7662988706,1
12,3,9,2022,54249.6,7662507924,0
2,4,7,2024,173004.32,7662523574,1
17,25,2,2018,13339.74,7662816351,0
19,17,1,2023,117235.65,7662213435,1
11,23,7,2025,79286.67,7662841103,0
23,1,2,2021,15245.9,7662852264,0
5,12,4,2018,8757.18,7662284610,0
10,12,9,2017,60775.92,7662353431,0
15,20,11,2020,60319.4,7662624052,0
22,3,1,2017,38583.55,7662055079,1
4,5,8,2021,148146.49,7662654123,1
12,11,6,2024,5605.24,7662191845,0
15,14,8,2022,124864.27,7662597514,1
4,27,12,2025,80620.09,7662739100,1
11,22,10,2025,12546.9,7662580424,0
4,25,11,2022,170603.05,7662498391,1
22,27,6,2025,188595.36,7662119062,1
22,24,7,2024,24223.61,7662775054,0
3,2,5,2024,28034.06,7662858278,0
10,14,7,2022,62964.78,7662240921,0
13,3,8,2020,198415.73,7662443303,1
12,6,6,2021,178673.56,7662865203,1
9,21,4,2022,20174.1,7662056796,0
3,19,2,2021,108794.82,7662731087,1
9,8,4,2020,113207.41,7662381235,1
18,13,11,2025,13379.79,7662519783,0
0,15,8,2024,18752.05,7662992469,0
9,7,5,2021,170406.27,7662286382,1
21,19,5,2018,140858.72,7662647871,1
20,18,12,2019,22852.24,7662297279,1
0,13,12,2017,177785.83,7662286885,1
22,16,4,2025,132872.53,7662870449,1
5,27,10,2023,25803.16,7662349593,0
1,5,7,2019,75204.32,7662824826,1
0,28,8,2019,38253.78,7662136066,1
11,18,4,2018,143405.88,7662247315,1
2,28,10,2023,177140.87,7662783301,1
11,6,11,2023,145406.17,7662147458,1
15,11,12,2022,50010.57,7662404915,0
16,17,6,2022,76066.45,7662038790,1
2,25,5,2022,103636.07,7662366267,1
20,18,12,2024,188427.84,7662517122,1
2,26,12,2020,329.53,7662829449,0
